Event Name;Event Type;Event Date;Affected Countries;Location;Country Coordinates(Lat);Country Coordinates(Long);Event Description
"1981 Storm series
";Windstorm;1981-12-13 12:00:00;United Kingdom,France;N/A;54.75844,46;-2.69531,2;"
1981 December storm In England, high tides combined with a storm surge resulted in extensive flooding and £6 million worth of damage along the Somerset coast of the Bristol Channel, with the highest water recorded in the Channel since the start of the century. In France, the storm caused widespread flooding in the south west, causing considerable damage in the river basins of the Garonne and Adour and flooding Bordeaux. Water entered the cooling water pump house of Hinkley Point nuclear power station, causing a shut-down for weeks after the storm.
"
December 1981 windstorm;Flood;1981-12-13 12:00:00;England,Wales,France;N/A;44,-33.86785,46;-71,151.20732,2;"Storm surge + meldwater
"
"1981 Storm series
";Windstorm;1981-12-13 18:00:00;United Kingdom,France;N/A;54.75844,46;-2.69531,2;"
1981 December storm In England, high tides combined with a storm surge resulted in extensive flooding and £6 million worth of damage along the Somerset coast of the Bristol Channel, with the highest water recorded in the Channel since the start of the century. In France, the storm caused widespread flooding in the south west, causing considerable damage in the river basins of the Garonne and Adour and flooding Bordeaux. Water entered the cooling water pump house of Hinkley Point nuclear power station, causing a shut-down for weeks after the storm.
"
December 1981 windstorm;Flood;1981-12-13 18:00:00;England,Wales,France;N/A;44,-33.86785,46;-71,151.20732,2;"Storm surge + meldwater
"
"1981 Storm series
";Windstorm;1981-12-19 00:00:00;United Kingdom;N/A;54.75844;-2.69531;"
December 19, Another storm leads to the Penlee lifeboat disaster.
"
"1981 Storm series
";Windstorm;1981-12-19 06:00:00;United Kingdom;N/A;54.75844;-2.69531;"
December 19, Another storm leads to the Penlee lifeboat disaster.
"
"1981 Storm series
";Windstorm;1981-12-19 12:00:00;United Kingdom;N/A;54.75844;-2.69531;"
December 19, Another storm leads to the Penlee lifeboat disaster.
"
"1981 Storm series
";Windstorm;1981-12-19 18:00:00;United Kingdom;N/A;54.75844;-2.69531;"
December 19, Another storm leads to the Penlee lifeboat disaster.
"
Levier, France tornado;Tornado;1982-06-02 00:00:00;France;N/A;46;2;"A powerful F4 tornado struck Levier causing severe damage along a 3 km path.[
]citation needed"
Levier, France tornado;Tornado;1982-06-02 06:00:00;France;N/A;46;2;"A powerful F4 tornado struck Levier causing severe damage along a 3 km path.[
]citation needed"
Levier, France tornado;Tornado;1982-06-02 12:00:00;France;N/A;46;2;"A powerful F4 tornado struck Levier causing severe damage along a 3 km path.[
]citation needed"
Levier, France tornado;Tornado;1982-06-02 18:00:00;France;N/A;46;2;"A powerful F4 tornado struck Levier causing severe damage along a 3 km path.[
]citation needed"
France and Belgium tornadoes;Tornado;1982-09-20 00:00:00;France,Belgium;N/A;46,50.75;2,4.5;"3 tornadoes were confirmed, 1 F2 and the others 2 were classified as F3 strength. A strong F3 tornado struck Belgium injuring 3 people on a 31 km path. Possibly the strongest tornado event in Belgium.[
]citation needed"
France and Belgium tornadoes;Tornado;1982-09-20 06:00:00;France,Belgium;N/A;46,50.75;2,4.5;"3 tornadoes were confirmed, 1 F2 and the others 2 were classified as F3 strength. A strong F3 tornado struck Belgium injuring 3 people on a 31 km path. Possibly the strongest tornado event in Belgium.[
]citation needed"
France and Belgium tornadoes;Tornado;1982-09-20 12:00:00;France,Belgium;N/A;46,50.75;2,4.5;"3 tornadoes were confirmed, 1 F2 and the others 2 were classified as F3 strength. A strong F3 tornado struck Belgium injuring 3 people on a 31 km path. Possibly the strongest tornado event in Belgium.[
]citation needed"
France and Belgium tornadoes;Tornado;1982-09-20 18:00:00;France,Belgium;N/A;46,50.75;2,4.5;"3 tornadoes were confirmed, 1 F2 and the others 2 were classified as F3 strength. A strong F3 tornado struck Belgium injuring 3 people on a 31 km path. Possibly the strongest tornado event in Belgium.[
]citation needed"
"Christiansborg storm
";Windstorm;1983-01-18 00:00:00;Denmark;N/A;56;10;"A windstorm affected Denmark, blowing a roof off Christiansborg Palace in Copenhagen which killed two.
"
"Christiansborg storm
";Windstorm;1983-01-18 06:00:00;Denmark;N/A;56;10;"A windstorm affected Denmark, blowing a roof off Christiansborg Palace in Copenhagen which killed two.
"
"Christiansborg storm
";Windstorm;1983-01-18 12:00:00;Denmark;N/A;56;10;"A windstorm affected Denmark, blowing a roof off Christiansborg Palace in Copenhagen which killed two.
"
"Christiansborg storm
";Windstorm;1983-01-18 18:00:00;Denmark;N/A;56;10;"A windstorm affected Denmark, blowing a roof off Christiansborg Palace in Copenhagen which killed two.
"
"Unnamed
";Windstorm;1984-01-13 00:00:00;Denmark;N/A;56;10;"A Class 4 storm affected Denmark.
"
"Unnamed
";Windstorm;1984-01-13 06:00:00;Denmark;N/A;56;10;"A Class 4 storm affected Denmark.
"
"Unnamed
";Windstorm;1984-01-13 12:00:00;Denmark;N/A;56;10;"A Class 4 storm affected Denmark.
"
"Unnamed
";Windstorm;1984-01-13 18:00:00;Denmark;N/A;56;10;"A Class 4 storm affected Denmark.
"
1984 Ivanovo-Yaroslavl tornado outbreak;Tornado;1984-06-09 00:00:00;Russia;N/A;60;100;"The most deadly tornado outbreak in Russia. Two violent tornadoes touched down, an F5 (where is the evidence, if the speed of the Ivanovo tornado was about 100 meters per second?), an F4, and an F3 were in the outbreak that damaged 36 cities and villages, including Tver and Kostroma, in a wide area north of Moscow. Almost three F2 tornadoes was fixed over no-population areas.[
]citation needed"
1984 Ivanovo-Yaroslavl tornado outbreak;Tornado;1984-06-09 06:00:00;Russia;N/A;60;100;"The most deadly tornado outbreak in Russia. Two violent tornadoes touched down, an F5 (where is the evidence, if the speed of the Ivanovo tornado was about 100 meters per second?), an F4, and an F3 were in the outbreak that damaged 36 cities and villages, including Tver and Kostroma, in a wide area north of Moscow. Almost three F2 tornadoes was fixed over no-population areas.[
]citation needed"
1984 Ivanovo-Yaroslavl tornado outbreak;Tornado;1984-06-09 12:00:00;Russia;N/A;60;100;"The most deadly tornado outbreak in Russia. Two violent tornadoes touched down, an F5 (where is the evidence, if the speed of the Ivanovo tornado was about 100 meters per second?), an F4, and an F3 were in the outbreak that damaged 36 cities and villages, including Tver and Kostroma, in a wide area north of Moscow. Almost three F2 tornadoes was fixed over no-population areas.[
]citation needed"
1984 Ivanovo-Yaroslavl tornado outbreak;Tornado;1984-06-09 18:00:00;Russia;N/A;60;100;"The most deadly tornado outbreak in Russia. Two violent tornadoes touched down, an F5 (where is the evidence, if the speed of the Ivanovo tornado was about 100 meters per second?), an F4, and an F3 were in the outbreak that damaged 36 cities and villages, including Tver and Kostroma, in a wide area north of Moscow. Almost three F2 tornadoes was fixed over no-population areas.[
]citation needed"
N/A;Hail;1984-07-12 00:00:00;Germany;Munich, Bavaria, Germany;51.5;10.5;"Tennis ball sized hail fell on Munich and surrounding areas on this date. It was the greatest loss event in the history of the German insurance industry: 200,000 cars were damaged and the storm cost an estimated 3 billion Deutschmark. For years afterwards people jokingly referred to those cars whose bodywork was not repaired as 'Munich Design'.
"
N/A;Hail;1984-07-12 06:00:00;Germany;Munich, Bavaria, Germany;51.5;10.5;"Tennis ball sized hail fell on Munich and surrounding areas on this date. It was the greatest loss event in the history of the German insurance industry: 200,000 cars were damaged and the storm cost an estimated 3 billion Deutschmark. For years afterwards people jokingly referred to those cars whose bodywork was not repaired as 'Munich Design'.
"
N/A;Hail;1984-07-12 12:00:00;Germany;Munich, Bavaria, Germany;51.5;10.5;"Tennis ball sized hail fell on Munich and surrounding areas on this date. It was the greatest loss event in the history of the German insurance industry: 200,000 cars were damaged and the storm cost an estimated 3 billion Deutschmark. For years afterwards people jokingly referred to those cars whose bodywork was not repaired as 'Munich Design'.
"
N/A;Hail;1984-07-12 18:00:00;Germany;Munich, Bavaria, Germany;51.5;10.5;"Tennis ball sized hail fell on Munich and surrounding areas on this date. It was the greatest loss event in the history of the German insurance industry: 200,000 cars were damaged and the storm cost an estimated 3 billion Deutschmark. For years afterwards people jokingly referred to those cars whose bodywork was not repaired as 'Munich Design'.
"
Ex-Hurricane Charley;Windstorm;1986-08-25 00:00:00;Ireland,United Kingdom;N/A;53,54.75844;-8,-2.69531;"Rainfall records were broken in Ireland (e.g. 200 mm [7.9 in] in Kippure) with consequent flooding, up to 2.4 m (7.9 ft) in Dublin, and the storm also caused flooding in Wales and England. At least eleven people were killed in Ireland and Britain.
"
Ex-Hurricane Charley;Windstorm;1986-08-25 06:00:00;Ireland,United Kingdom;N/A;53,54.75844;-8,-2.69531;"Rainfall records were broken in Ireland (e.g. 200 mm [7.9 in] in Kippure) with consequent flooding, up to 2.4 m (7.9 ft) in Dublin, and the storm also caused flooding in Wales and England. At least eleven people were killed in Ireland and Britain.
"
Ex-Hurricane Charley;Windstorm;1986-08-25 12:00:00;Ireland,United Kingdom;N/A;53,54.75844;-8,-2.69531;"Rainfall records were broken in Ireland (e.g. 200 mm [7.9 in] in Kippure) with consequent flooding, up to 2.4 m (7.9 ft) in Dublin, and the storm also caused flooding in Wales and England. At least eleven people were killed in Ireland and Britain.
"
Ex-Hurricane Charley;Windstorm;1986-08-25 18:00:00;Ireland,United Kingdom;N/A;53,54.75844;-8,-2.69531;"Rainfall records were broken in Ireland (e.g. 200 mm [7.9 in] in Kippure) with consequent flooding, up to 2.4 m (7.9 ft) in Dublin, and the storm also caused flooding in Wales and England. At least eleven people were killed in Ireland and Britain.
"
"Unnamed
";Windstorm;1986-10-20 00:00:00;Germany,Netherlands,Poland;N/A;51.5,52.25,52;10.5,5.75,20;"A windstorm primarily affecting the Netherlands, Germany and Poland.
"
"Unnamed
";Windstorm;1986-10-20 06:00:00;Germany,Netherlands,Poland;N/A;51.5,52.25,52;10.5,5.75,20;"A windstorm primarily affecting the Netherlands, Germany and Poland.
"
"Unnamed
";Windstorm;1986-10-20 12:00:00;Germany,Netherlands,Poland;N/A;51.5,52.25,52;10.5,5.75,20;"A windstorm primarily affecting the Netherlands, Germany and Poland.
"
"Unnamed
";Windstorm;1986-10-20 18:00:00;Germany,Netherlands,Poland;N/A;51.5,52.25,52;10.5,5.75,20;"A windstorm primarily affecting the Netherlands, Germany and Poland.
"
Shel'vov;Tornado;1987-07-20 00:00:00;Ukraine;N/A;49;32;"F4 tornado that destroyed the town of Shel'vov.[
]citation needed"
Shel'vov;Tornado;1987-07-20 06:00:00;Ukraine;N/A;49;32;"F4 tornado that destroyed the town of Shel'vov.[
]citation needed"
Shel'vov;Tornado;1987-07-20 12:00:00;Ukraine;N/A;49;32;"F4 tornado that destroyed the town of Shel'vov.[
]citation needed"
Shel'vov;Tornado;1987-07-20 18:00:00;Ukraine;N/A;49;32;"F4 tornado that destroyed the town of Shel'vov.[
]citation needed"
Valtellina disaster;Flood;1987-07-28 00:00:00;Italy;N/A;42.83333;12.83333;"heavy rain
"
Valtellina disaster;Flood;1987-07-28 06:00:00;Italy;N/A;42.83333;12.83333;"heavy rain
"
Valtellina disaster;Flood;1987-07-28 12:00:00;Italy;N/A;42.83333;12.83333;"heavy rain
"
Valtellina disaster;Flood;1987-07-28 18:00:00;Italy;N/A;42.83333;12.83333;"heavy rain
"
Great Storm of 1987;Windstorm;1987-10-15 00:00:00;France,United Kingdom;N/A;46,54.75844;2,-2.69531;"This storm mainly affected southeastern England and northern France. In England maximum mean wind speeds of 70 kn (81 mph; 130 km/h) (an average over 10 minutes) were recorded. The highest gust of 117 kn (135 mph; 217 km/h) was recorded at Pointe du Raz in Brittany. In all, 19 people were killed in England and 4 in France. 15 million trees were uprooted in England. This storm received much media attention, not so much because of its severity, but because these storms do not usually track so far south, the trees and buildings are not used to such winds (indeed, in mid-October most deciduous trees still have their leaves and were therefore more susceptible to windstorm damage and, following weeks of wet weather, the ground was sodden, providing little grip for the trees' roots), the severity of the storm was not forecast until approximately 3 hrs before it hit and it struck after midnight, meaning few people had advance warning.[
]citation needed"
Great Storm of 1987;Windstorm;1987-10-15 06:00:00;France,United Kingdom;N/A;46,54.75844;2,-2.69531;"This storm mainly affected southeastern England and northern France. In England maximum mean wind speeds of 70 kn (81 mph; 130 km/h) (an average over 10 minutes) were recorded. The highest gust of 117 kn (135 mph; 217 km/h) was recorded at Pointe du Raz in Brittany. In all, 19 people were killed in England and 4 in France. 15 million trees were uprooted in England. This storm received much media attention, not so much because of its severity, but because these storms do not usually track so far south, the trees and buildings are not used to such winds (indeed, in mid-October most deciduous trees still have their leaves and were therefore more susceptible to windstorm damage and, following weeks of wet weather, the ground was sodden, providing little grip for the trees' roots), the severity of the storm was not forecast until approximately 3 hrs before it hit and it struck after midnight, meaning few people had advance warning.[
]citation needed"
Great Storm of 1987;Windstorm;1987-10-15 12:00:00;France,United Kingdom;N/A;46,54.75844;2,-2.69531;"This storm mainly affected southeastern England and northern France. In England maximum mean wind speeds of 70 kn (81 mph; 130 km/h) (an average over 10 minutes) were recorded. The highest gust of 117 kn (135 mph; 217 km/h) was recorded at Pointe du Raz in Brittany. In all, 19 people were killed in England and 4 in France. 15 million trees were uprooted in England. This storm received much media attention, not so much because of its severity, but because these storms do not usually track so far south, the trees and buildings are not used to such winds (indeed, in mid-October most deciduous trees still have their leaves and were therefore more susceptible to windstorm damage and, following weeks of wet weather, the ground was sodden, providing little grip for the trees' roots), the severity of the storm was not forecast until approximately 3 hrs before it hit and it struck after midnight, meaning few people had advance warning.[
]citation needed"
Great Storm of 1987;Windstorm;1987-10-15 18:00:00;France,United Kingdom;N/A;46,54.75844;2,-2.69531;"This storm mainly affected southeastern England and northern France. In England maximum mean wind speeds of 70 kn (81 mph; 130 km/h) (an average over 10 minutes) were recorded. The highest gust of 117 kn (135 mph; 217 km/h) was recorded at Pointe du Raz in Brittany. In all, 19 people were killed in England and 4 in France. 15 million trees were uprooted in England. This storm received much media attention, not so much because of its severity, but because these storms do not usually track so far south, the trees and buildings are not used to such winds (indeed, in mid-October most deciduous trees still have their leaves and were therefore more susceptible to windstorm damage and, following weeks of wet weather, the ground was sodden, providing little grip for the trees' roots), the severity of the storm was not forecast until approximately 3 hrs before it hit and it struck after midnight, meaning few people had advance warning.[
]citation needed"
Great Storm of 1987;Windstorm;1987-10-16 00:00:00;France,United Kingdom;N/A;46,54.75844;2,-2.69531;"This storm mainly affected southeastern England and northern France. In England maximum mean wind speeds of 70 kn (81 mph; 130 km/h) (an average over 10 minutes) were recorded. The highest gust of 117 kn (135 mph; 217 km/h) was recorded at Pointe du Raz in Brittany. In all, 19 people were killed in England and 4 in France. 15 million trees were uprooted in England. This storm received much media attention, not so much because of its severity, but because these storms do not usually track so far south, the trees and buildings are not used to such winds (indeed, in mid-October most deciduous trees still have their leaves and were therefore more susceptible to windstorm damage and, following weeks of wet weather, the ground was sodden, providing little grip for the trees' roots), the severity of the storm was not forecast until approximately 3 hrs before it hit and it struck after midnight, meaning few people had advance warning.[
]citation needed"
Great Storm of 1987;Windstorm;1987-10-16 06:00:00;France,United Kingdom;N/A;46,54.75844;2,-2.69531;"This storm mainly affected southeastern England and northern France. In England maximum mean wind speeds of 70 kn (81 mph; 130 km/h) (an average over 10 minutes) were recorded. The highest gust of 117 kn (135 mph; 217 km/h) was recorded at Pointe du Raz in Brittany. In all, 19 people were killed in England and 4 in France. 15 million trees were uprooted in England. This storm received much media attention, not so much because of its severity, but because these storms do not usually track so far south, the trees and buildings are not used to such winds (indeed, in mid-October most deciduous trees still have their leaves and were therefore more susceptible to windstorm damage and, following weeks of wet weather, the ground was sodden, providing little grip for the trees' roots), the severity of the storm was not forecast until approximately 3 hrs before it hit and it struck after midnight, meaning few people had advance warning.[
]citation needed"
Great Storm of 1987;Windstorm;1987-10-16 12:00:00;France,United Kingdom;N/A;46,54.75844;2,-2.69531;"This storm mainly affected southeastern England and northern France. In England maximum mean wind speeds of 70 kn (81 mph; 130 km/h) (an average over 10 minutes) were recorded. The highest gust of 117 kn (135 mph; 217 km/h) was recorded at Pointe du Raz in Brittany. In all, 19 people were killed in England and 4 in France. 15 million trees were uprooted in England. This storm received much media attention, not so much because of its severity, but because these storms do not usually track so far south, the trees and buildings are not used to such winds (indeed, in mid-October most deciduous trees still have their leaves and were therefore more susceptible to windstorm damage and, following weeks of wet weather, the ground was sodden, providing little grip for the trees' roots), the severity of the storm was not forecast until approximately 3 hrs before it hit and it struck after midnight, meaning few people had advance warning.[
]citation needed"
Great Storm of 1987;Windstorm;1987-10-16 18:00:00;France,United Kingdom;N/A;46,54.75844;2,-2.69531;"This storm mainly affected southeastern England and northern France. In England maximum mean wind speeds of 70 kn (81 mph; 130 km/h) (an average over 10 minutes) were recorded. The highest gust of 117 kn (135 mph; 217 km/h) was recorded at Pointe du Raz in Brittany. In all, 19 people were killed in England and 4 in France. 15 million trees were uprooted in England. This storm received much media attention, not so much because of its severity, but because these storms do not usually track so far south, the trees and buildings are not used to such winds (indeed, in mid-October most deciduous trees still have their leaves and were therefore more susceptible to windstorm damage and, following weeks of wet weather, the ground was sodden, providing little grip for the trees' roots), the severity of the storm was not forecast until approximately 3 hrs before it hit and it struck after midnight, meaning few people had advance warning.[
]citation needed"
