Event Name;Event Type;Event Date;Affected Countries;Location;Country Coordinates(Lat);Country Coordinates(Long);Event Description
1990 Storm series;Windstorm;1990-01-26 00:00:00;United Kingdom,France,Belgium,Netherlands,Luxembourg,Germany;N/A;54.75844,46,50.75,52.25,49.75,51.5;-2.69531,2,4.5,5.75,6.16667,10.5;"
Burns' Day storm (Daria) 25–26 January 1990. Widespread severe gales in the United Kingdom, France, the Benelux countries, and Germany. Isolated gusts of over 45 m/s (160 km/h; 100 mph) were recorded, causing extensive structural damage. The storm tracked across the United Kingdom into mainland Europe, where it was known under the name ""Daria"" and caused severe damage, especially to forests. In total, insurance losses resulting from this storm totalled about US$6bn.[.]citation needed"
1990 Storm series;Windstorm;1990-02-01 00:00:00;Belgium,France,Germany,Netherlands,United Kingdom;N/A;50.75,46,51.5,52.25,54.75844;4.5,2,10.5,5.75,-2.69531;"Herta
"
1990 Storm series;Windstorm;1990-02-02 00:00:00;Belgium,France,Germany,Netherlands,United Kingdom;N/A;50.75,46,51.5,52.25,54.75844;4.5,2,10.5,5.75,-2.69531;"Herta
"
1990 Storm series;Windstorm;1990-02-03 00:00:00;Belgium,France,Germany,Netherlands,United Kingdom;N/A;50.75,46,51.5,52.25,54.75844;4.5,2,10.5,5.75,-2.69531;"Herta
"
1990 Storm series;Windstorm;1990-02-04 00:00:00;Belgium,France,Germany,Netherlands,United Kingdom;N/A;50.75,46,51.5,52.25,54.75844;4.5,2,10.5,5.75,-2.69531;"Herta
"
1990 Storm series;Windstorm;1990-02-05 00:00:00;Belgium,France,Germany,Netherlands,United Kingdom;N/A;50.75,46,51.5,52.25,54.75844;4.5,2,10.5,5.75,-2.69531;"Herta
"
1990 Storm series;Windstorm;1990-02-06 00:00:00;Belgium,France,Germany,Netherlands,United Kingdom;N/A;50.75,46,51.5,52.25,54.75844;4.5,2,10.5,5.75,-2.69531;"Herta
"
1990 Storm series;Windstorm;1990-02-07 00:00:00;Germany,France,United Kingdom,Belgium,Netherlands,Luxembourg;N/A;51.5,46,54.75844,50.75,52.25,49.75;10.5,2,-2.69531,4.5,5.75,6.16667;"Judith
"
1990 Storm series;Windstorm;1990-02-08 00:00:00;Germany,France,United Kingdom,Belgium,Netherlands,Luxembourg;N/A;51.5,46,54.75844,50.75,52.25,49.75;10.5,2,-2.69531,4.5,5.75,6.16667;"Judith
"
1990 Storm series;Windstorm;1990-02-11 00:00:00;Germany,France,United Kingdom,Belgium,Netherlands,Luxembourg;N/A;51.5,46,54.75844,50.75,52.25,49.75;10.5,2,-2.69531,4.5,5.75,6.16667;"Nana
"
1990 Storm series;Windstorm;1990-02-12 00:00:00;Germany,France,United Kingdom,Belgium,Netherlands,Luxembourg;N/A;51.5,46,54.75844,50.75,52.25,49.75;10.5,2,-2.69531,4.5,5.75,6.16667;"Nana
"
1990 Storm series;Windstorm;1990-02-13 00:00:00;Germany;N/A;51.5;10.5;"Ottilie
"
1990 Storm series;Windstorm;1990-02-14 00:00:00;Germany;N/A;51.5;10.5;"Ottilie
"
1990 Storm series;Windstorm;1990-02-14 00:00:00;Germany;N/A;51.5;10.5;"Polly
"
1990 Storm series;Windstorm;1990-02-15 00:00:00;Germany;N/A;51.5;10.5;"Polly
"
1990 Storm series;Windstorm;1990-02-25 00:00:00;United Kingdom,Ireland,France,Netherlands,Belgium,Switzerland;N/A;54.75844,53,46,52.25,50.75,47.00016;-2.69531,-8,2,5.75,4.5,8.01427;"
Vivian"
1990 Storm series;Windstorm;1990-02-26 00:00:00;United Kingdom,Ireland,France,Netherlands,Belgium,Switzerland;N/A;54.75844,53,46,52.25,50.75,47.00016;-2.69531,-8,2,5.75,4.5,8.01427;"
Vivian"
1990 Storm series;Windstorm;1990-02-27 00:00:00;United Kingdom,Ireland,France,Netherlands,Belgium,Switzerland;N/A;54.75844,53,46,52.25,50.75,47.00016;-2.69531,-8,2,5.75,4.5,8.01427;"
Vivian"
1990 Storm series;Windstorm;1990-02-28 00:00:00;Switzerland,Germany;N/A;47.00016,51.5;8.01427,10.5;Wiebke 28 February–1 March 1990. These Storms primarily affected Switzerland and Southern Germany resulting in 64 fatalities. Coastal flooding also occurred in Towyn, North Wales.
1990 Storm series;Windstorm;1990-03-01 00:00:00;Switzerland,Germany;N/A;47.00016,51.5;8.01427,10.5;Wiebke 28 February–1 March 1990. These Storms primarily affected Switzerland and Southern Germany resulting in 64 fatalities. Coastal flooding also occurred in Towyn, North Wales.
"Undine
";Windstorm;1991-01-05 00:00:00;Germany,Ireland,United Kingdom;N/A;51.5,53,54.75844;10.5,-8,-2.69531;"Undine crossed Ireland, the UK and Germany becoming one of the costliest storms of the 1990s with and estimated cost of £545m. A storm surge was noted with the storm's passage with waves up to 30 m (98 ft) high recorded out at sea. The storm was one of three which affected Europe in two weeks.
"
"Undine
";Windstorm;1991-01-06 00:00:00;Germany,Ireland,United Kingdom;N/A;51.5,53,54.75844;10.5,-8,-2.69531;"Undine crossed Ireland, the UK and Germany becoming one of the costliest storms of the 1990s with and estimated cost of £545m. A storm surge was noted with the storm's passage with waves up to 30 m (98 ft) high recorded out at sea. The storm was one of three which affected Europe in two weeks.
"
"Unnamed
";Windstorm;1991-01-09 00:00:00;Denmark;N/A;56;10;"A class 4 storm affected Denmark.
"
Iceland storm (Greenhouse low);Windstorm;1991-02-03 00:00:00;Iceland;N/A;65;-18;" A severe storm in Iceland saw in the Vestmannaeyjar (south of the Icelandic mainland) winds up to 56 m/s (200 km/h; 130 mph) with gusts probably exceeding 62 m/s (220 km/h; 140 mph), which was then the maximum the measuring stations were able to measure. Reykjavik reported hurricane-force winds with gusts up to 41 m/s (150 km/h; 92 mph). In the capital winds blew the roof off the Landspítali National University Hospital, while in Kópavogur the wind was filmed blowing over parked cars. 944 hPa.
"
New Year's Day Storm;Windstorm;1992-01-01 00:00:00;United Kingdom,Norway;N/A;54.75844,62;-2.69531,10;"This storm affected much of northern Scotland and western Norway, unofficial records of gusts in excess of 130 kn (150 mph; 240 km/h) were recorded in Shetland, while Statfjord-B in the North Sea recorded wind gusts in excess of 145 kn (167 mph; 269 km/h). DNMI estimated the strongest sustained winds (10 min average) to have reached 90 kn (100 mph; 170 km/h), comparable to a Category 3 hurricane on the Saffir–Simpson scale. Very few fatalities occurred, mainly due to the very low population of the islands and the fact that the islanders are used to very high winds.
"
"1993 Storm series
";Windstorm;1993-01-08 00:00:00;Greenland,Iceland,Austria,Belgium,Czech Republic,France,Germany,Ireland,Liechtenstein,Luxembourg,Monaco,Netherlands,Switzerland,United Kingdom,;N/A;72,65,47.33333,50.75,49.75,46,51.5,53,47.16667,49.75,43.73141,52.25,47.00016,54.75844,61.13333;-40,-18,13.33333,4.5,15,2,10.5,-8,9.53333,6.16667,7.41903,5.75,8.01427,-2.69531,14.4;"

Braer Storm of January 1993, the storm was the most intense extratropical cyclone ever recorded in the North Atlantic, with a central pressure of 916 mb (27.0 inHg), the intensity of a Category 5 hurricane. 96 mph (154 km/h) wind gusts were recorded in the Shetland Isles.
"
"1993 Storm series
";Windstorm;1993-01-09 00:00:00;Greenland,Iceland,Austria,Belgium,Czech Republic,France,Germany,Ireland,Liechtenstein,Luxembourg,Monaco,Netherlands,Switzerland,United Kingdom,;N/A;72,65,47.33333,50.75,49.75,46,51.5,53,47.16667,49.75,43.73141,52.25,47.00016,54.75844,61.13333;-40,-18,13.33333,4.5,15,2,10.5,-8,9.53333,6.16667,7.41903,5.75,8.01427,-2.69531,14.4;"

Braer Storm of January 1993, the storm was the most intense extratropical cyclone ever recorded in the North Atlantic, with a central pressure of 916 mb (27.0 inHg), the intensity of a Category 5 hurricane. 96 mph (154 km/h) wind gusts were recorded in the Shetland Isles.
"
"1993 Storm series
";Windstorm;1993-01-10 00:00:00;Greenland,Iceland,Austria,Belgium,Czech Republic,France,Germany,Ireland,Liechtenstein,Luxembourg,Monaco,Netherlands,Switzerland,United Kingdom,;N/A;72,65,47.33333,50.75,49.75,46,51.5,53,47.16667,49.75,43.73141,52.25,47.00016,54.75844,61.13333;-40,-18,13.33333,4.5,15,2,10.5,-8,9.53333,6.16667,7.41903,5.75,8.01427,-2.69531,14.4;"

Braer Storm of January 1993, the storm was the most intense extratropical cyclone ever recorded in the North Atlantic, with a central pressure of 916 mb (27.0 inHg), the intensity of a Category 5 hurricane. 96 mph (154 km/h) wind gusts were recorded in the Shetland Isles.
"
"1993 Storm series
";Windstorm;1993-01-11 00:00:00;Greenland,Iceland,Austria,Belgium,Czech Republic,France,Germany,Ireland,Liechtenstein,Luxembourg,Monaco,Netherlands,Switzerland,United Kingdom,;N/A;72,65,47.33333,50.75,49.75,46,51.5,53,47.16667,49.75,43.73141,52.25,47.00016,54.75844,61.13333;-40,-18,13.33333,4.5,15,2,10.5,-8,9.53333,6.16667,7.41903,5.75,8.01427,-2.69531,14.4;"

Braer Storm of January 1993, the storm was the most intense extratropical cyclone ever recorded in the North Atlantic, with a central pressure of 916 mb (27.0 inHg), the intensity of a Category 5 hurricane. 96 mph (154 km/h) wind gusts were recorded in the Shetland Isles.
"
"1993 Storm series
";Windstorm;1993-01-12 00:00:00;Greenland,Iceland,Austria,Belgium,Czech Republic,France,Germany,Ireland,Liechtenstein,Luxembourg,Monaco,Netherlands,Switzerland,United Kingdom,;N/A;72,65,47.33333,50.75,49.75,46,51.5,53,47.16667,49.75,43.73141,52.25,47.00016,54.75844,61.13333;-40,-18,13.33333,4.5,15,2,10.5,-8,9.53333,6.16667,7.41903,5.75,8.01427,-2.69531,14.4;"

Braer Storm of January 1993, the storm was the most intense extratropical cyclone ever recorded in the North Atlantic, with a central pressure of 916 mb (27.0 inHg), the intensity of a Category 5 hurricane. 96 mph (154 km/h) wind gusts were recorded in the Shetland Isles.
"
"1993 Storm series
";Windstorm;1993-01-13 00:00:00;Greenland,Iceland,Austria,Belgium,Czech Republic,France,Germany,Ireland,Liechtenstein,Luxembourg,Monaco,Netherlands,Switzerland,United Kingdom,;N/A;72,65,47.33333,50.75,49.75,46,51.5,53,47.16667,49.75,43.73141,52.25,47.00016,54.75844,61.13333;-40,-18,13.33333,4.5,15,2,10.5,-8,9.53333,6.16667,7.41903,5.75,8.01427,-2.69531,14.4;"

Braer Storm of January 1993, the storm was the most intense extratropical cyclone ever recorded in the North Atlantic, with a central pressure of 916 mb (27.0 inHg), the intensity of a Category 5 hurricane. 96 mph (154 km/h) wind gusts were recorded in the Shetland Isles.
"
"1993 Storm series
";Windstorm;1993-01-14 00:00:00;Greenland,Iceland,Austria,Belgium,Czech Republic,France,Germany,Ireland,Liechtenstein,Luxembourg,Monaco,Netherlands,Switzerland,United Kingdom,;N/A;72,65,47.33333,50.75,49.75,46,51.5,53,47.16667,49.75,43.73141,52.25,47.00016,54.75844,61.13333;-40,-18,13.33333,4.5,15,2,10.5,-8,9.53333,6.16667,7.41903,5.75,8.01427,-2.69531,14.4;"

Braer Storm of January 1993, the storm was the most intense extratropical cyclone ever recorded in the North Atlantic, with a central pressure of 916 mb (27.0 inHg), the intensity of a Category 5 hurricane. 96 mph (154 km/h) wind gusts were recorded in the Shetland Isles.
"
"1993 Storm series
";Windstorm;1993-01-15 00:00:00;Greenland,Iceland,Austria,Belgium,Czech Republic,France,Germany,Ireland,Liechtenstein,Luxembourg,Monaco,Netherlands,Switzerland,United Kingdom,;N/A;72,65,47.33333,50.75,49.75,46,51.5,53,47.16667,49.75,43.73141,52.25,47.00016,54.75844,61.13333;-40,-18,13.33333,4.5,15,2,10.5,-8,9.53333,6.16667,7.41903,5.75,8.01427,-2.69531,14.4;"

Braer Storm of January 1993, the storm was the most intense extratropical cyclone ever recorded in the North Atlantic, with a central pressure of 916 mb (27.0 inHg), the intensity of a Category 5 hurricane. 96 mph (154 km/h) wind gusts were recorded in the Shetland Isles.
"
"1993 Storm series
";Windstorm;1993-01-16 00:00:00;Greenland,Iceland,Austria,Belgium,Czech Republic,France,Germany,Ireland,Liechtenstein,Luxembourg,Monaco,Netherlands,Switzerland,United Kingdom,;N/A;72,65,47.33333,50.75,49.75,46,51.5,53,47.16667,49.75,43.73141,52.25,47.00016,54.75844,61.13333;-40,-18,13.33333,4.5,15,2,10.5,-8,9.53333,6.16667,7.41903,5.75,8.01427,-2.69531,14.4;"

Braer Storm of January 1993, the storm was the most intense extratropical cyclone ever recorded in the North Atlantic, with a central pressure of 916 mb (27.0 inHg), the intensity of a Category 5 hurricane. 96 mph (154 km/h) wind gusts were recorded in the Shetland Isles.
"
"1993 Storm series
";Windstorm;1993-01-17 00:00:00;Greenland,Iceland,Austria,Belgium,Czech Republic,France,Germany,Ireland,Liechtenstein,Luxembourg,Monaco,Netherlands,Switzerland,United Kingdom,;N/A;72,65,47.33333,50.75,49.75,46,51.5,53,47.16667,49.75,43.73141,52.25,47.00016,54.75844,61.13333;-40,-18,13.33333,4.5,15,2,10.5,-8,9.53333,6.16667,7.41903,5.75,8.01427,-2.69531,14.4;"

Braer Storm of January 1993, the storm was the most intense extratropical cyclone ever recorded in the North Atlantic, with a central pressure of 916 mb (27.0 inHg), the intensity of a Category 5 hurricane. 96 mph (154 km/h) wind gusts were recorded in the Shetland Isles.
"
1993 Storm series;Windstorm;1993-01-13 00:00:00;Poland,Germany,Lithuania,Latvia;N/A;52,51.5,55.41667,57;20,10.5,24,25;"Verena, January 13–14, 1993, a storm with a low of 980 mb (29 inHg) affected the Southern Baltic. During the storm the Polish ferry 
MS Jan Heweliusz capsizes, with 55 lives lost."
1993 Storm series;Windstorm;1993-01-14 00:00:00;Poland,Germany,Lithuania,Latvia;N/A;52,51.5,55.41667,57;20,10.5,24,25;"Verena, January 13–14, 1993, a storm with a low of 980 mb (29 inHg) affected the Southern Baltic. During the storm the Polish ferry 
MS Jan Heweliusz capsizes, with 55 lives lost."
"Lore
";Windstorm;1994-01-28 00:00:00;Denmark,Ireland,United Kingdom;N/A;56,53,54.75844;10,-8,-2.69531;"

"
"Christmas Eve Storm (Yuma)
";Windstorm;1997-12-23 00:00:00;United Kingdom;N/A;54.75844;-2.69531;"On Christmas Eve, an intense secondary depression tracked north-east across Scotland, bringing severe gales and heavy rain. The storm caused 6 fatalities, extensive structural damage and disruption to National Grid. Blackpool's North Pier in north-west England was also damaged.
"
"Christmas Eve Storm (Yuma)
";Windstorm;1997-12-24 00:00:00;United Kingdom;N/A;54.75844;-2.69531;"On Christmas Eve, an intense secondary depression tracked north-east across Scotland, bringing severe gales and heavy rain. The storm caused 6 fatalities, extensive structural damage and disruption to National Grid. Blackpool's North Pier in north-west England was also damaged.
"
"Christmas Eve Storm (Yuma)
";Windstorm;1997-12-25 00:00:00;United Kingdom;N/A;54.75844;-2.69531;"On Christmas Eve, an intense secondary depression tracked north-east across Scotland, bringing severe gales and heavy rain. The storm caused 6 fatalities, extensive structural damage and disruption to National Grid. Blackpool's North Pier in north-west England was also damaged.
"
"Fanny
";Windstorm;1998-01-01 00:00:00;Ireland,United Kingdom;N/A;53,54.75844;-8,-2.69531;"An intense secondary depression crossed Ireland and northern England bringing severe gales to Wales and southern England, with winds gusting up to 77 mph (124 km/h). This was probably the most severe storm since the Burns Day Storm of 1990 in southern England and Wales, bringing widespread disruption to power and communications and property, including river and coastal flooding.
"
"Fanny
";Windstorm;1998-01-02 00:00:00;Ireland,United Kingdom;N/A;53,54.75844;-8,-2.69531;"An intense secondary depression crossed Ireland and northern England bringing severe gales to Wales and southern England, with winds gusting up to 77 mph (124 km/h). This was probably the most severe storm since the Burns Day Storm of 1990 in southern England and Wales, bringing widespread disruption to power and communications and property, including river and coastal flooding.
"
"Fanny
";Windstorm;1998-01-03 00:00:00;Ireland,United Kingdom;N/A;53,54.75844;-8,-2.69531;"An intense secondary depression crossed Ireland and northern England bringing severe gales to Wales and southern England, with winds gusting up to 77 mph (124 km/h). This was probably the most severe storm since the Burns Day Storm of 1990 in southern England and Wales, bringing widespread disruption to power and communications and property, including river and coastal flooding.
"
"Fanny
";Windstorm;1998-01-04 00:00:00;Ireland,United Kingdom;N/A;53,54.75844;-8,-2.69531;"An intense secondary depression crossed Ireland and northern England bringing severe gales to Wales and southern England, with winds gusting up to 77 mph (124 km/h). This was probably the most severe storm since the Burns Day Storm of 1990 in southern England and Wales, bringing widespread disruption to power and communications and property, including river and coastal flooding.
"
"Fanny
";Windstorm;1998-01-05 00:00:00;Ireland,United Kingdom;N/A;53,54.75844;-8,-2.69531;"An intense secondary depression crossed Ireland and northern England bringing severe gales to Wales and southern England, with winds gusting up to 77 mph (124 km/h). This was probably the most severe storm since the Burns Day Storm of 1990 in southern England and Wales, bringing widespread disruption to power and communications and property, including river and coastal flooding.
"
"Xylia
";Windstorm;1998-10-28 00:00:00;Denmark,Germany,Netherlands;N/A;56,51.5,52.25;10,10.5,5.75;"
"
Boxing Day Storm;Windstorm;1998-12-26 00:00:00;Ireland,United Kingdom;N/A;53,54.75844;-8,-2.69531;"Severe gales over Ireland, northern England, and southern Scotland. Winds speeds of 103 mph (166 km/h) were recorded at Prestwick airport, and 93 mph (150 km/h) in Glasgow. Widespread disruption and power outages in Northern Ireland and southern Scotland. The Forth Road Bridge was fully closed for the first time since its construction in 1964.
"
Anatol;Windstorm;1999-12-03 00:00:00;Denmark;N/A;56;10;"Hurricane like storm Anatol hits Denmark and neighbouring countries. Killing 7 in Denmark alone. Pressure: 952.4 hPa (28.12 inHg). Wind speeds above 137 km/h (85 mph), gusts up to 185 km/h (115 mph).
"
Cyclone Lothar and Martin;Windstorm;1999-12-26 00:00:00;Switzerland,Germany,France;N/A;47.00016,51.5,46;8.01427,10.5,2;"France, Switzerland and Germany were hit by severe storms and rain. Over 100 people were killed, and the storm caused extensive damage to property and trees and the French and German national power grids, including an emergency due to flooding at the Blayais Nuclear Power Plant. The first storm in the series, dubbed Lothar by European forecasters, rapidly developed just off of the French coast and swept inland. Each of these systems was associated with an intense jet stream aloft and benefitted from latent heat release through atmosphere-ocean exchange processes. ""Lothar"" and ""Martin"", as the second storm was dubbed, were extratropical cyclones and had a hurricane-like shape, with an eye at the center[. In the first storm, a gust of 184 km/h (114 mph) was recorded at ]citation neededUshant (in French Ouessant) in Brittany and in the second storm, the highest gust was of 200 km/h (120 mph) at Île de Ré in France.
"
Cyclone Lothar and Martin;Windstorm;1999-12-27 00:00:00;Switzerland,Germany,France;N/A;47.00016,51.5,46;8.01427,10.5,2;"France, Switzerland and Germany were hit by severe storms and rain. Over 100 people were killed, and the storm caused extensive damage to property and trees and the French and German national power grids, including an emergency due to flooding at the Blayais Nuclear Power Plant. The first storm in the series, dubbed Lothar by European forecasters, rapidly developed just off of the French coast and swept inland. Each of these systems was associated with an intense jet stream aloft and benefitted from latent heat release through atmosphere-ocean exchange processes. ""Lothar"" and ""Martin"", as the second storm was dubbed, were extratropical cyclones and had a hurricane-like shape, with an eye at the center[. In the first storm, a gust of 184 km/h (114 mph) was recorded at ]citation neededUshant (in French Ouessant) in Brittany and in the second storm, the highest gust was of 200 km/h (120 mph) at Île de Ré in France.
"
Cyclone Lothar and Martin;Windstorm;1999-12-28 00:00:00;Switzerland,Germany,France;N/A;47.00016,51.5,46;8.01427,10.5,2;"France, Switzerland and Germany were hit by severe storms and rain. Over 100 people were killed, and the storm caused extensive damage to property and trees and the French and German national power grids, including an emergency due to flooding at the Blayais Nuclear Power Plant. The first storm in the series, dubbed Lothar by European forecasters, rapidly developed just off of the French coast and swept inland. Each of these systems was associated with an intense jet stream aloft and benefitted from latent heat release through atmosphere-ocean exchange processes. ""Lothar"" and ""Martin"", as the second storm was dubbed, were extratropical cyclones and had a hurricane-like shape, with an eye at the center[. In the first storm, a gust of 184 km/h (114 mph) was recorded at ]citation neededUshant (in French Ouessant) in Brittany and in the second storm, the highest gust was of 200 km/h (120 mph) at Île de Ré in France.
"
